trade_date_year_mo,delivery_year_mo,weighted_avg_price,total_transacted_quantity
2018-06,2020-12,2.9873417721518987,474.0
2018-07,2020-12,2.652857142857143,350.0
2018-08,2020-12,4.071428571428571,175.0
2018-09,2020-12,2.5,50.0
2018-10,2020-12,2.75,14.0
2018-11,2020-12,2.8679386503067485,815.0
2018-12,2020-12,,
2019-01,2020-12,3.0,16.0
2019-02,2020-12,2.6459879638916752,997.0
2019-03,2020-12,4.4366463569433865,984.75
2019-04,2020-12,4.116326392186122,589.72
2019-05,2020-12,4.082380050679567,434.1
2019-06,2020-12,4.8093352192362095,707.0
2019-07,2020-12,4.470270114942529,1044.0
2019-08,2020-12,6.219307459399944,908.25
2019-09,2020-12,5.617290502793296,501.2
2019-10,2020-12,5.734990667627875,1325.069
2019-11,2020-12,7.548951048951048,85.80000000000001
2019-12,2020-12,3.2071438774655,20.9998
2020-01,2020-12,7.287878787878788,99.0
2020-02,2020-12,5.983242999096658,66.42
2020-03,2020-12,,
2020-04,2020-12,5.734866828087168,28.91
2020-05,2020-12,2.846602972399151,28.26
2020-06,2020-12,,
2020-07,2020-12,3.6931818181818175,22.0
2020-08,2020-12,4.876860068259386,1465.0
2020-09,2020-12,4.25,18.0
2020-10,2020-12,3.5454917287765864,55.010000000000005
2020-11,2020-12,,
2020-12,2020-12,6.915746708942087,988.36
2021-01,2020-12,,
2021-02,2020-12,,
2021-03,2020-12,,
2021-04,2020-12,,
2021-05,2020-12,,
2021-06,2020-12,,
2021-07,2020-12,,
2021-08,2020-12,,
2021-09,2020-12,,
2021-10,2020-12,,
2021-11,2020-12,,
2021-12,2020-12,,
2022-01,2020-12,,
2022-02,2020-12,,
2022-03,2020-12,,
2022-04,2020-12,,
2022-05,2020-12,,
2022-06,2020-12,,
2022-07,2020-12,,
2022-08,2020-12,,
2022-09,2020-12,,
2022-10,2020-12,,
2022-11,2020-12,,
2022-12,2020-12,,
2023-01,2020-12,,
2023-02,2020-12,,
2023-03,2020-12,,
2023-04,2020-12,,
2023-05,2020-12,,
2023-06,2020-12,,
2023-07,2020-12,,
2023-08,2020-12,,
2023-09,2020-12,,
2023-10,2020-12,,
2023-11,2020-12,,
2023-12,2020-12,,
2024-01,2020-12,,
2024-02,2020-12,,
2024-03,2020-12,,
2024-04,2020-12,,
2024-05,2020-12,,
2024-06,2020-12,,
2024-07,2020-12,,
2024-08,2020-12,,
2024-09,2020-12,,
2024-10,2020-12,,
2024-11,2020-12,,
2024-12,2020-12,,
2013-01,2024-07,,
2013-02,2024-07,,
2013-03,2024-07,,
2013-04,2024-07,,
2013-05,2024-07,,
2013-06,2024-07,,
2013-07,2024-07,5.2,20.0
2013-08,2024-07,,
2013-09,2024-07,,
2013-10,2024-07,,
2013-11,2024-07,,
2013-12,2024-07,,
2014-01,2024-07,,
2014-02,2024-07,,
2014-03,2024-07,,
2014-04,2024-07,,
2014-05,2024-07,,
2014-06,2024-07,,
2014-07,2024-07,,
2014-08,2024-07,,
2014-09,2024-07,,
2014-10,2024-07,3.333333299999999,100.0
2014-11,2024-07,,
2014-12,2024-07,,
2015-01,2024-07,,
2015-02,2024-07,,
2015-03,2024-07,,
2015-04,2024-07,,
2015-05,2024-07,,
2015-06,2024-07,31.775173,527.5
2015-07,2024-07,,
2015-08,2024-07,,
2015-09,2024-07,,
2015-10,2024-07,,
2015-11,2024-07,,
2015-12,2024-07,,
2016-01,2024-07,,
2016-02,2024-07,13.0,147.0
2016-03,2024-07,,
2016-04,2024-07,,
2016-05,2024-07,,
2016-06,2024-07,,
2016-07,2024-07,,
2016-08,2024-07,,
2016-09,2024-07,13.23,15.0
2016-10,2024-07,,
2016-11,2024-07,,
2016-12,2024-07,,
2017-01,2024-07,,
2017-02,2024-07,,
2017-03,2024-07,,
2017-04,2024-07,,
2017-05,2024-07,,
2017-06,2024-07,,
2017-07,2024-07,,
2017-08,2024-07,,
2017-09,2024-07,,
2017-10,2024-07,,
2017-11,2024-07,6.81,50.0
2017-12,2024-07,,
2018-01,2024-07,,
2018-02,2024-07,,
2018-03,2024-07,,
2018-04,2024-07,6.0,100.0
2018-05,2024-07,,
2018-06,2024-07,,
2018-07,2024-07,,
2018-08,2024-07,,
2018-09,2024-07,,
2018-10,2024-07,,
2018-11,2024-07,,
2018-12,2024-07,,
2019-01,2024-07,,
2019-02,2024-07,,
2019-03,2024-07,,
2019-04,2024-07,8.47,60.0
2019-05,2024-07,,
2019-06,2024-07,,
2019-07,2024-07,,
2019-08,2024-07,,
2019-09,2024-07,,
2019-10,2024-07,21.1,100.0
2019-11,2024-07,,
2019-12,2024-07,,
2020-01,2024-07,,
2020-02,2024-07,5.34,36.1
2020-03,2024-07,5.78244893428064,1801.6
2020-04,2024-07,6.311744966442953,149.0
2020-05,2024-07,6.5,200.0
2020-06,2024-07,5.0,150.0
2020-07,2024-07,6.0,16.0
2020-08,2024-07,7.786979256698357,23.14
2020-09,2024-07,5.05,40.0
2020-10,2024-07,9.704838461538465,260.0
2020-11,2024-07,6.574885097273816,158.82999999999998
2020-12,2024-07,5.596125713314298,258.827
2021-01,2024-07,,
2021-02,2024-07,,
2021-03,2024-07,,
2021-04,2024-07,7.522222222222222,450.0
2021-05,2024-07,5.65,101.13
2021-06,2024-07,6.0,50.0
2021-07,2024-07,6.987,150.0
2021-08,2024-07,7.063157894736842,95.0
2021-09,2024-07,0.205109291350424,102723.6808
2021-10,2024-07,0.0574797863326579,54290.0
2021-11,2024-07,5.288346530183814,722.1419999999999
2021-12,2024-07,6.126323326343784,391.06
2022-01,2024-07,6.551244602489204,236.22000000000003
2022-02,2024-07,3.936907317073171,205.0
2022-03,2024-07,6.325,200.0
2022-04,2024-07,7.25,45.0
2022-05,2024-07,6.561702127659575,235.0
2022-06,2024-07,7.164336158192091,708.0
2022-07,2024-07,10.697722829312571,572.86
2022-08,2024-07,8.550957518127127,1700.49
2022-09,2024-07,8.539772727272727,88.0
2022-10,2024-07,11.216868207934697,823.4194
2022-11,2024-07,13.252821670428892,159.48000000000002
2022-12,2024-07,12.845759807460174,134.3722
2023-01,2024-07,6.307670226061029,190.3601
2023-02,2024-07,9.203029054193284,1213.25
2023-03,2024-07,11.057018574421486,2100.2
2023-04,2024-07,12.106776315789476,152.0
2023-05,2024-07,0.1436674389455359,80420.0
2023-06,2024-07,16.120535714285715,168.0
2023-07,2024-07,21.897102290721,94.73
2023-08,2024-07,26.42503987240829,200.64
2023-09,2024-07,48.83211431081885,705.62
2023-10,2024-07,25.682781309136782,1030.45
2023-11,2024-07,35.99488980382659,206.45
2023-12,2024-07,16.175763840626278,351.23229999999995
2024-01,2024-07,12.34234633796701,1513.47
2024-02,2024-07,67.46268656716418,67.0
2024-03,2024-07,77.4427966101695,118.0
2024-04,2024-07,34.483059701492536,134.0
2024-05,2024-07,8.317343173431734,271.0
2024-06,2024-07,4.5,26.0
2024-07,2024-07,0.2863036356904156,46193.152
2024-08,2024-07,,
2024-09,2024-07,,
2024-10,2024-07,,
2024-11,2024-07,,
2024-12,2024-07,,
2013-01,2024-08,,
2013-02,2024-08,,
2013-03,2024-08,,
2013-04,2024-08,,
2013-05,2024-08,,
2013-06,2024-08,,
2013-07,2024-08,6.0,20.0
2013-08,2024-08,,
2013-09,2024-08,,
2013-10,2024-08,,
2013-11,2024-08,,
2013-12,2024-08,,
2014-01,2024-08,,
2014-02,2024-08,,
2014-03,2024-08,,
2014-04,2024-08,,
2014-05,2024-08,,
2014-06,2024-08,,
2014-07,2024-08,,
2014-08,2024-08,,
2014-09,2024-08,,
2014-10,2024-08,3.333333299999999,100.0
2014-11,2024-08,,
2014-12,2024-08,,
2015-01,2024-08,,
2015-02,2024-08,,
2015-03,2024-08,,
2015-04,2024-08,,
2015-05,2024-08,,
2015-06,2024-08,32.129076,527.5
2015-07,2024-08,,
2015-08,2024-08,,
2015-09,2024-08,,
2015-10,2024-08,,
2015-11,2024-08,,
2015-12,2024-08,,
2016-01,2024-08,,
2016-02,2024-08,13.0,147.0
2016-03,2024-08,,
2016-04,2024-08,,
2016-05,2024-08,,
2016-06,2024-08,,
2016-07,2024-08,,
2016-08,2024-08,,
2016-09,2024-08,13.23,15.0
2016-10,2024-08,,
2016-11,2024-08,,
2016-12,2024-08,,
2017-01,2024-08,,
2017-02,2024-08,,
2017-03,2024-08,,
2017-04,2024-08,,
2017-05,2024-08,,
2017-06,2024-08,,
2017-07,2024-08,,
2017-08,2024-08,,
2017-09,2024-08,,
2017-10,2024-08,,
2017-11,2024-08,6.81,50.0
2017-12,2024-08,,
2018-01,2024-08,,
2018-02,2024-08,,
2018-03,2024-08,,
2018-04,2024-08,6.0,100.0
2018-05,2024-08,,
2018-06,2024-08,,
2018-07,2024-08,,
2018-08,2024-08,,
2018-09,2024-08,,
2018-10,2024-08,,
2018-11,2024-08,,
2018-12,2024-08,,
2019-01,2024-08,,
2019-02,2024-08,,
2019-03,2024-08,,
2019-04,2024-08,8.47,60.0
2019-05,2024-08,,
2019-06,2024-08,,
2019-07,2024-08,,
2019-08,2024-08,,
2019-09,2024-08,,
2019-10,2024-08,21.1,100.0
2019-11,2024-08,,
2019-12,2024-08,,
2020-01,2024-08,,
2020-02,2024-08,5.34,36.1
2020-03,2024-08,5.78244893428064,1801.6
2020-04,2024-08,6.172222222222222,36.0
2020-05,2024-08,6.5,150.0
2020-06,2024-08,5.0,150.0
2020-07,2024-08,6.0,16.0
2020-08,2024-08,7.851535836177475,23.44
2020-09,2024-08,5.05,40.0
2020-10,2024-08,8.765015384615387,260.0
2020-11,2024-08,6.570493647683459,158.21
2020-12,2024-08,5.623779356896257,258.372
2021-01,2024-08,,
2021-02,2024-08,,
2021-03,2024-08,,
2021-04,2024-08,7.522222222222222,450.0
2021-05,2024-08,5.65,100.41
2021-06,2024-08,6.0,50.0
2021-07,2024-08,6.85,150.0
2021-08,2024-08,7.063157894736842,95.0
2021-09,2024-08,0.2055161292515573,102727.7949
2021-10,2024-08,0.0606088819303739,54290.0
2021-11,2024-08,5.858554936121506,648.262
2021-12,2024-08,6.111788617886179,388.68
2022-01,2024-08,6.410528321056642,236.22000000000003
2022-02,2024-08,3.936907317073171,205.0
2022-03,2024-08,6.325,200.0
2022-04,2024-08,7.25,45.0
2022-05,2024-08,6.522222222222222,225.0
2022-06,2024-08,7.164336158192091,708.0
2022-07,2024-08,10.621001348204436,571.13
2022-08,2024-08,8.551038390311296,1700.95
2022-09,2024-08,8.539772727272727,88.0
2022-10,2024-08,11.705800873155738,861.63
2022-11,2024-08,9.092270256050508,228.08
2022-12,2024-08,12.993530938987451,92.44
2023-01,2024-08,5.086685400353624,158.36
2023-02,2024-08,10.311724706367196,1213.25
2023-03,2024-08,10.990358218264928,2100.2
2023-04,2024-08,12.106776315789476,152.0
2023-05,2024-08,0.1431788584077399,80414.0
2023-06,2024-08,14.198529411764705,215.90000000000003
2023-07,2024-08,24.3305751550139,93.54
2023-08,2024-08,26.42503987240829,200.64
2023-09,2024-08,47.066231423814514,648.6800000000001
2023-10,2024-08,24.6582830554778,1035.91
2023-11,2024-08,33.690757766252815,190.89
2023-12,2024-08,23.4765186776746,399.1423
2024-01,2024-08,11.48418867066272,1363.01
2024-02,2024-08,60.14705882352941,34.0
2024-03,2024-08,80.708984375,128.0
2024-04,2024-08,66.20682142857143,280.0
2024-05,2024-08,65.04775646993112,429.68
2024-06,2024-08,33.707040608314905,461.34
2024-07,2024-08,0.014951,45000.0
2024-08,2024-08,11.040198821343347,1166.752
2024-09,2024-08,,
2024-10,2024-08,,
2024-11,2024-08,,
2024-12,2024-08,,
2013-01,2024-09,,
2013-02,2024-09,,
2013-03,2024-09,,
2013-04,2024-09,,
2013-05,2024-09,,
2013-06,2024-09,,
2013-07,2024-09,5.2,20.0
2013-08,2024-09,,
2013-09,2024-09,,
2013-10,2024-09,,
2013-11,2024-09,,
2013-12,2024-09,,
2014-01,2024-09,,
2014-02,2024-09,,
2014-03,2024-09,,
2014-04,2024-09,,
2014-05,2024-09,,
2014-06,2024-09,,
2014-07,2024-09,,
2014-08,2024-09,,
2014-09,2024-09,,
2014-10,2024-09,3.333333299999999,100.0
2014-11,2024-09,,
2014-12,2024-09,,
2015-01,2024-09,,
2015-02,2024-09,,
2015-03,2024-09,,
2015-04,2024-09,,
2015-05,2024-09,,
2015-06,2024-09,23.741696,527.5
2015-07,2024-09,,
2015-08,2024-09,,
2015-09,2024-09,,
2015-10,2024-09,,
2015-11,2024-09,,
2015-12,2024-09,,
2016-01,2024-09,,
2016-02,2024-09,13.0,147.0
2016-03,2024-09,,
2016-04,2024-09,,
2016-05,2024-09,,
2016-06,2024-09,,
2016-07,2024-09,,
2016-08,2024-09,,
2016-09,2024-09,13.23,15.0
2016-10,2024-09,,
2016-11,2024-09,,
2016-12,2024-09,,
2017-01,2024-09,,
2017-02,2024-09,,
2017-03,2024-09,,
2017-04,2024-09,,
2017-05,2024-09,,
2017-06,2024-09,,
2017-07,2024-09,,
2017-08,2024-09,,
2017-09,2024-09,,
2017-10,2024-09,,
2017-11,2024-09,6.81,50.0
2017-12,2024-09,,
2018-01,2024-09,,
2018-02,2024-09,,
2018-03,2024-09,,
2018-04,2024-09,6.0,100.0
2018-05,2024-09,,
2018-06,2024-09,,
2018-07,2024-09,,
2018-08,2024-09,,
2018-09,2024-09,,
2018-10,2024-09,,
2018-11,2024-09,,
2018-12,2024-09,,
2019-01,2024-09,,
2019-02,2024-09,,
2019-03,2024-09,,
2019-04,2024-09,8.47,60.0
2019-05,2024-09,,
2019-06,2024-09,,
2019-07,2024-09,,
2019-08,2024-09,,
2019-09,2024-09,,
2019-10,2024-09,21.1,100.0
2019-11,2024-09,,
2019-12,2024-09,,
2020-01,2024-09,,
2020-02,2024-09,5.34,36.1
2020-03,2024-09,5.78244893428064,1801.6
2020-04,2024-09,6.2823232323232325,99.0
2020-05,2024-09,6.5,175.0
2020-06,2024-09,5.0,150.0
2020-07,2024-09,6.0,16.0
2020-08,2024-09,7.930498313975272,26.69
2020-09,2024-09,5.05,40.0
2020-10,2024-09,6.695423076923077,260.0
2020-11,2024-09,6.567687074829932,158.76000000000002
2020-12,2024-09,5.546156388986734,258.343
2021-01,2024-09,,
2021-02,2024-09,,
2021-03,2024-09,,
2021-04,2024-09,7.522222222222222,450.0
2021-05,2024-09,5.65,100.51
2021-06,2024-09,6.0,50.0
2021-07,2024-09,6.85,150.0
2021-08,2024-09,7.063157894736842,95.0
2021-09,2024-09,0.2062781439973961,102736.9961
2021-10,2024-09,0.050027308896666,54290.0
2021-11,2024-09,5.862723015629027,644.058
2021-12,2024-09,6.111788617886179,388.68
2022-01,2024-09,6.410528321056642,236.22000000000003
2022-02,2024-09,3.936907317073171,205.0
2022-03,2024-09,6.325,200.0
2022-04,2024-09,7.25,45.0
2022-05,2024-09,6.522222222222222,225.0
2022-06,2024-09,7.164336158192091,708.0
2022-07,2024-09,10.569190965666737,572.04
2022-08,2024-09,8.992116641456663,1751.95
2022-09,2024-09,18.94077978723404,188.0
2022-10,2024-09,14.39531305108458,997.6316
2022-11,2024-09,9.03933177796364,227.17
2022-12,2024-09,13.739165557577726,85.8813
2023-01,2024-09,5.086685400353624,158.36
2023-02,2024-09,11.811724706367196,1213.25
2023-03,2024-09,10.947029049614322,2100.2
2023-04,2024-09,14.47096026490066,302.0
2023-05,2024-09,0.1330998532593827,80414.0
2023-06,2024-09,19.069096185737976,301.5
2023-07,2024-09,37.27958308312602,116.57
2023-08,2024-09,23.21149884110224,310.64
2023-09,2024-09,52.46080353629055,711.48
2023-10,2024-09,37.787321628988295,1247.4
2023-11,2024-09,44.71287042619301,215.63
2023-12,2024-09,30.50860802503489,451.9133000000001
2024-01,2024-09,24.579581258320605,1622.4799999999998
2024-02,2024-09,60.14705882352941,34.0
2024-03,2024-09,73.91442953020135,149.0
2024-04,2024-09,71.06962815073621,240.42
2024-05,2024-09,74.53683462063965,358.63
2024-06,2024-09,33.78654732845131,73.74000000000001
2024-07,2024-09,0.3830039905896838,45482.0
2024-08,2024-09,,
2024-09,2024-09,10.196472185004218,1155.952
2024-10,2024-09,,
2024-11,2024-09,,
2024-12,2024-09,,
2013-01,2019-04,,
2013-02,2019-04,,
2013-03,2019-04,,
2013-04,2019-04,,
2013-05,2019-04,,
2013-06,2019-04,,
2013-07,2019-04,1.6,20.0
2013-08,2019-04,,
2013-09,2019-04,,
2013-10,2019-04,,
2013-11,2019-04,,
2013-12,2019-04,3.3581633482324262,246.1
2014-01,2019-04,,
2014-02,2019-04,,
2014-03,2019-04,,
2014-04,2019-04,0.6525468091981617,65.97840000000001
2014-05,2019-04,2.968259385665529,586.0
2014-06,2019-04,,
2014-07,2019-04,,
2014-08,2019-04,,
2014-09,2019-04,,
2014-10,2019-04,3.3333333,66.0
2014-11,2019-04,,
2014-12,2019-04,,
2015-01,2019-04,4.05,230.0
2015-02,2019-04,,
2015-03,2019-04,,
2015-04,2019-04,4.05,20.0
2015-05,2019-04,,
2015-06,2019-04,11.10932,527.5
2015-07,2019-04,6.12,117.0
2015-08,2019-04,,
2015-09,2019-04,,
2015-10,2019-04,1.9993686583990984,887.0
2015-11,2019-04,,
2015-12,2019-04,,
2016-01,2019-04,,
2016-02,2019-04,,
2016-03,2019-04,,
2016-04,2019-04,,
2016-05,2019-04,,
2016-06,2019-04,,
2016-07,2019-04,,
2016-08,2019-04,2.4836363636363634,55.0
2016-09,2019-04,,
2016-10,2019-04,1.762960339943343,141.2
2016-11,2019-04,,
2016-12,2019-04,,
2017-01,2019-04,,
2017-02,2019-04,,
2017-03,2019-04,,
2017-04,2019-04,,
2017-05,2019-04,,
2017-06,2019-04,,
2017-07,2019-04,,
2017-08,2019-04,2.6,13.4901
2017-09,2019-04,,
2017-10,2019-04,2.2728448275862068,290.0
2017-11,2019-04,1.6,2.0
2017-12,2019-04,,
2018-01,2019-04,2.15,30.0
2018-02,2019-04,2.75,29.0
2018-03,2019-04,3.0206896551724136,725.0
2018-04,2019-04,0.0034136632513242,1045088.0
2018-05,2019-04,0.0089173446939861,356880.9
2018-06,2019-04,2.911788802913064,351.52
2018-07,2019-04,0.0098316295745922,200537.0
2018-08,2019-04,0.0416972756000998,68839.38
2018-09,2019-04,0.2160417445227882,37141.16
2018-10,2019-04,0.1270343839221672,716614.0
2018-11,2019-04,3.357075855137711,1897.0541
2018-12,2019-04,0.0094217347956131,16048.0
2019-01,2019-04,5.457142857142857,17.5
2019-02,2019-04,3.9355455833726967,2117.0
2019-03,2019-04,10.22899948165,20.0
2019-04,2019-04,6.087733679912146,652.1797
2019-05,2019-04,,
2019-06,2019-04,,
2019-07,2019-04,,
2019-08,2019-04,,
2019-09,2019-04,,
2019-10,2019-04,,
2019-11,2019-04,,
2019-12,2019-04,,
2020-01,2019-04,,
2020-02,2019-04,,
2020-03,2019-04,,
2020-04,2019-04,,
2020-05,2019-04,,
2020-06,2019-04,,
2020-07,2019-04,,
2020-08,2019-04,,
2020-09,2019-04,,
2020-10,2019-04,,
2020-11,2019-04,,
2020-12,2019-04,,
2021-01,2019-04,,
2021-02,2019-04,,
2021-03,2019-04,,
2021-04,2019-04,,
2021-05,2019-04,,
2021-06,2019-04,,
2021-07,2019-04,,
2021-08,2019-04,,
2021-09,2019-04,,
2021-10,2019-04,,
2021-11,2019-04,,
2021-12,2019-04,,
2022-01,2019-04,,
2022-02,2019-04,,
2022-03,2019-04,,
2022-04,2019-04,,
2022-05,2019-04,,
2022-06,2019-04,,
2022-07,2019-04,,
2022-08,2019-04,,
2022-09,2019-04,,
2022-10,2019-04,,
2022-11,2019-04,,
2022-12,2019-04,,
2023-01,2019-04,,
2023-02,2019-04,,
2023-03,2019-04,,
2023-04,2019-04,,
2023-05,2019-04,,
2023-06,2019-04,,
2023-07,2019-04,,
2023-08,2019-04,,
2023-09,2019-04,,
2023-10,2019-04,,
2023-11,2019-04,,
2023-12,2019-04,,
2024-01,2019-04,,
2024-02,2019-04,,
2024-03,2019-04,,
2024-04,2019-04,,
2024-05,2019-04,,
2024-06,2019-04,,
2024-07,2019-04,,
2024-08,2019-04,,
2024-09,2019-04,,
2024-10,2019-04,,
2024-11,2019-04,,
2024-12,2019-04,,
2013-01,2019-05,,
2013-02,2019-05,,
2013-03,2019-05,,
2013-04,2019-05,,
2013-05,2019-05,,
2013-06,2019-05,,
2013-07,2019-05,1.6,20.0
2013-08,2019-05,,
2013-09,2019-05,,
2013-10,2019-05,,
2013-11,2019-05,,
2013-12,2019-05,3.418975115806582,246.1
2014-01,2019-05,,
2014-02,2019-05,,
2014-03,2019-05,,
2014-04,2019-05,0.643253513708,108.8007
2014-05,2019-05,2.968259385665529,586.0
2014-06,2019-05,,
2014-07,2019-05,,
2014-08,2019-05,,
2014-09,2019-05,,
2014-10,2019-05,3.3333333,66.0
2014-11,2019-05,,
2014-12,2019-05,,
2015-01,2019-05,4.05,230.0
2015-02,2019-05,,
2015-03,2019-05,,
2015-04,2019-05,4.05,20.0
2015-05,2019-05,,
2015-06,2019-05,11.922216,527.5
2015-07,2019-05,6.12,121.0
2015-08,2019-05,,
2015-09,2019-05,,
2015-10,2019-05,2.013258426966292,890.0
2015-11,2019-05,,
2015-12,2019-05,,
2016-01,2019-05,,
2016-02,2019-05,,
2016-03,2019-05,,
2016-04,2019-05,,
2016-05,2019-05,,
2016-06,2019-05,,
2016-07,2019-05,,
2016-08,2019-05,2.4836363636363634,55.0
2016-09,2019-05,,
2016-10,2019-05,2.57578947368421,465.5
2016-11,2019-05,,
2016-12,2019-05,,
2017-01,2019-05,,
2017-02,2019-05,,
2017-03,2019-05,,
2017-04,2019-05,,
2017-05,2019-05,,
2017-06,2019-05,,
2017-07,2019-05,,
2017-08,2019-05,2.6,13.15
2017-09,2019-05,,
2017-10,2019-05,2.237544483985765,281.0
2017-11,2019-05,1.6,2.0
2017-12,2019-05,,
2018-01,2019-05,2.15,30.0
2018-02,2019-05,2.75,29.0
2018-03,2019-05,2.95625,800.0
2018-04,2019-05,0.0033225059291439,1253132.0
2018-05,2019-05,0.0098876431878437,361072.9
2018-06,2019-05,2.9056440699919373,360.5501
2018-07,2019-05,0.0103219555493499,200537.0
2018-08,2019-05,0.0287458863384362,104815.38
2018-09,2019-05,0.2171568742217726,37159.77
2018-10,2019-05,0.0111159008061538,383810.1
2018-11,2019-05,3.347282297613737,1915.8242
2018-12,2019-05,0.0051525495351676,106490.0
2019-01,2019-05,4.5,3006.0
2019-02,2019-05,4.252931247007437,2217.998
2019-03,2019-05,3.8125,12.0
2019-04,2019-05,13.033691561578948,19.0
2019-05,2019-05,11.722605921997587,590.5329999999999
2019-06,2019-05,,
2019-07,2019-05,,
2019-08,2019-05,,
2019-09,2019-05,,
2019-10,2019-05,,
2019-11,2019-05,,
2019-12,2019-05,,
2020-01,2019-05,,
2020-02,2019-05,,
2020-03,2019-05,,
2020-04,2019-05,,
2020-05,2019-05,,
2020-06,2019-05,,
2020-07,2019-05,,
2020-08,2019-05,,
2020-09,2019-05,,
2020-10,2019-05,,
2020-11,2019-05,,
2020-12,2019-05,,
2021-01,2019-05,,
2021-02,2019-05,,
2021-03,2019-05,,
2021-04,2019-05,,
2021-05,2019-05,,
2021-06,2019-05,,
2021-07,2019-05,,
2021-08,2019-05,,
2021-09,2019-05,,
2021-10,2019-05,,
2021-11,2019-05,,
2021-12,2019-05,,
2022-01,2019-05,,
2022-02,2019-05,,
2022-03,2019-05,,
2022-04,2019-05,,
2022-05,2019-05,,
2022-06,2019-05,,
2022-07,2019-05,,
2022-08,2019-05,,
2022-09,2019-05,,
2022-10,2019-05,,
2022-11,2019-05,,
2022-12,2019-05,,
2023-01,2019-05,,
2023-02,2019-05,,
2023-03,2019-05,,
2023-04,2019-05,,
2023-05,2019-05,,
2023-06,2019-05,,
2023-07,2019-05,,
2023-08,2019-05,,
2023-09,2019-05,,
2023-10,2019-05,,
2023-11,2019-05,,
2023-12,2019-05,,
2024-01,2019-05,,
2024-02,2019-05,,
2024-03,2019-05,,
2024-04,2019-05,,
2024-05,2019-05,,
2024-06,2019-05,,
2024-07,2019-05,,
2024-08,2019-05,,
2024-09,2019-05,,
2024-10,2019-05,,
2024-11,2019-05,,
2024-12,2019-05,,
2013-01,2019-06,,
2013-02,2019-06,,
2013-03,2019-06,,
2013-04,2019-06,,
2013-05,2019-06,,
2013-06,2019-06,,
2013-07,2019-06,2.8,20.0
2013-08,2019-06,,
2013-09,2019-06,,
2013-10,2019-06,,
2013-11,2019-06,,
2013-12,2019-06,8.354072490857375,246.1
2014-01,2019-06,,
2014-02,2019-06,,
2014-03,2019-06,,
2014-04,2019-06,6.263007249920237,130.264
2014-05,2019-06,2.968259385665529,586.0
2014-06,2019-06,,
2014-07,2019-06,,
2014-08,2019-06,,
2014-09,2019-06,,
2014-10,2019-06,3.3333333,66.0
2014-11,2019-06,,
2014-12,2019-06,,
2015-01,2019-06,4.05,230.0
2015-02,2019-06,,
2015-03,2019-06,,
2015-04,2019-06,4.05,20.0
2015-05,2019-06,,
2015-06,2019-06,,
2015-07,2019-06,6.12,123.0
2015-08,2019-06,,
2015-09,2019-06,,
2015-10,2019-06,2.0224663677130046,892.0
2015-11,2019-06,,
2015-12,2019-06,,
2016-01,2019-06,,
2016-02,2019-06,,
2016-03,2019-06,,
2016-04,2019-06,,
2016-05,2019-06,,
2016-06,2019-06,,
2016-07,2019-06,,
2016-08,2019-06,2.4836363636363634,55.0
2016-09,2019-06,,
2016-10,2019-06,2.9333015267175573,524.0
2016-11,2019-06,,
2016-12,2019-06,,
2017-01,2019-06,,
2017-02,2019-06,,
2017-03,2019-06,,
2017-04,2019-06,,
2017-05,2019-06,,
2017-06,2019-06,,
2017-07,2019-06,,
2017-08,2019-06,2.6,20.41
2017-09,2019-06,,
2017-10,2019-06,2.2878401360544216,294.0
2017-11,2019-06,1.6,2.0
2017-12,2019-06,,
2018-01,2019-06,2.15,30.0
2018-02,2019-06,2.75,29.0
2018-03,2019-06,2.944117647058824,850.0
2018-04,2019-06,0.0034940299364096,1446132.0
2018-05,2019-06,0.006899686027443,558997.9
2018-06,2019-06,2.8915829544252936,378.28
2018-07,2019-06,0.0127737300348564,200537.0
2018-08,2019-06,0.0219027156131497,168830.38
2018-09,2019-06,0.2011323795819081,37039.7
2018-10,2019-06,0.2602123418892022,800261.6
2018-11,2019-06,3.338879574768928,1945.3141
2018-12,2019-06,0.0064078633580406,310300.0
2019-01,2019-06,4.85,5.0
2019-02,2019-06,3.036019316011388,55.498
2019-03,2019-06,4.478260869565218,11.5
2019-04,2019-06,0.0254846374720367,45238.0
2019-05,2019-06,6.67095377116,75.0
2019-06,2019-06,12.815950808752431,590.5329999999999
2019-07,2019-06,,
2019-08,2019-06,,
2019-09,2019-06,,
2019-10,2019-06,,
2019-11,2019-06,,
2019-12,2019-06,,
2020-01,2019-06,,
2020-02,2019-06,,
2020-03,2019-06,,
2020-04,2019-06,,
2020-05,2019-06,,
2020-06,2019-06,,
2020-07,2019-06,,
2020-08,2019-06,,
2020-09,2019-06,,
2020-10,2019-06,,
2020-11,2019-06,,
2020-12,2019-06,,
2021-01,2019-06,,
2021-02,2019-06,,
2021-03,2019-06,,
2021-04,2019-06,,
2021-05,2019-06,,
2021-06,2019-06,,
2021-07,2019-06,,
2021-08,2019-06,,
2021-09,2019-06,,
2021-10,2019-06,,
2021-11,2019-06,,
2021-12,2019-06,,
2022-01,2019-06,,
2022-02,2019-06,,
2022-03,2019-06,,
2022-04,2019-06,,
2022-05,2019-06,,
2022-06,2019-06,,
2022-07,2019-06,,
2022-08,2019-06,,
2022-09,2019-06,,
2022-10,2019-06,,
2022-11,2019-06,,
2022-12,2019-06,,
2023-01,2019-06,,
2023-02,2019-06,,
2023-03,2019-06,,
2023-04,2019-06,,
