period,weighted_avg_price,total_transacted_quantity,total_std_qty,total_tx_qty,avg_std_price,num_trades,lag_1,lag_2,lag_3,lag_4,month,year,target_1,target_2
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.3333333,3.333333299999999,10,2014,3.333333299999999,3.3333333
2014-10,3.333333299999999,100.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.3333333,3.3333333,10,2014,3.3333333,3.3333333
2014-10,3.3333333,66.0,5676.0,5676.0,3333.3333,153.0,3.333333299999999,3.3333333,3.3333333,3.3333333,10,2014,3.3333333,3.3333333
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.333333299999999,3.3333333,3.3333333,10,2014,3.3333333,3.333333299999999
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.333333299999999,3.3333333,10,2014,3.333333299999999,3.3333333
2014-10,3.333333299999999,100.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.3333333,3.333333299999999,10,2014,3.3333333,3.3333333
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.333333299999999,3.3333333,3.3333333,3.3333333,10,2014,3.3333333,3.3333333
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.333333299999999,3.3333333,3.3333333,10,2014,3.3333333,3.3333333
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.333333299999999,3.3333333,10,2014,3.3333333,3.3333333
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.3333333,3.333333299999999,10,2014,3.3333333,3.333333299999999
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.3333333,3.3333333,10,2014,3.333333299999999,3.3333332999999996
2014-10,3.333333299999999,200.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.3333333,3.3333333,10,2014,3.3333332999999996,3.3333333
2014-10,3.3333332999999996,0.0,5676.0,5676.0,3333.3333,153.0,3.333333299999999,3.3333333,3.3333333,3.3333333,10,2014,3.3333333,3.3333333
2014-10,3.3333333,96.0,5676.0,5676.0,3333.3333,153.0,3.3333332999999996,3.333333299999999,3.3333333,3.3333333,10,2014,3.3333333,3.3333333
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333332999999996,3.333333299999999,3.3333333,10,2014,3.3333333,3.3243902109756096
2014-10,3.3333333,64.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.3333332999999996,3.333333299999999,10,2014,3.3243902109756096,3.3154471219512196
2014-10,3.3243902109756096,0.0,5676.0,5676.0,3333.3333,153.0,3.3333333,3.3333333,3.3333333,3.3333332999999996,10,2014,3.3154471219512196,3.306504032926829
2014-11,3.3154471219512196,0.0,0.0,0.0,0.0,0.0,3.3243902109756096,3.3333333,3.3333333,3.3333333,11,2014,3.306504032926829,3.297560943902439
2014-11,3.306504032926829,0.0,0.0,0.0,0.0,0.0,3.3154471219512196,3.3243902109756096,3.3333333,3.3333333,11,2014,3.297560943902439,3.2886178548780487
2014-11,3.297560943902439,0.0,0.0,0.0,0.0,0.0,3.306504032926829,3.3154471219512196,3.3243902109756096,3.3333333,11,2014,3.2886178548780487,3.2796747658536587
