period,mae
2013-07-01,1.5535298342034438
2013-07-01,1.7079098744844976
2013-07-01,0.1346875404463974
2013-07-01,1.2248021740400699
2013-07-01,1.116399881619782
2013-07-01,1.1817104105430118
2013-07-01,0.6470372252225691
2013-07-01,0.2773192881832478
2013-07-01,0.987842703866233
2013-07-01,0.8505599400637114
2013-07-01,3.409185884323083
2013-07-01,0.15757411713072944
2013-07-01,0.8879527407602441
2013-07-01,3.0279899870039095
2013-07-01,2.324447211819227
2013-07-01,2.355408526918629
2013-07-01,0.41174990382178533
2013-07-01,0.10752468735512544
2013-07-01,0.19515166038407905
2013-07-01,0.7425899254393395
2013-07-01,0.9958205183045044
2013-07-01,0.9365157207856858
2013-07-01,1.4645912908770193
2013-07-01,1.8642691633146136
2013-07-01,0.7587809864834743
2013-07-01,1.3756247458577144
2013-07-01,1.1569101063041005
2013-07-01,1.6786597875474776
2013-07-01,1.3570700432217535
2013-07-01,0.8475468696289865
2013-07-01,0.732763454619334
2013-07-01,0.18480442832829747
2013-07-01,0.7866771394603722
2013-07-01,2.192644288928279
2013-07-01,0.3064884819680449
2013-07-01,1.7764803898011032
2013-07-01,0.6040129529667824
2013-07-01,0.3203161966769863
2013-08-01,0.75697386167485
2013-08-01,0.0533915566678953
2013-08-01,0.11640496537899558
2013-08-01,0.13907002155700132
2013-08-01,0.1015483061826723
2013-08-01,0.07885233767931554
2013-08-01,0.06343706547117378
2013-08-01,0.052135074977328166
2013-08-01,0.043383857845981755
2013-08-01,0.03632358254288626
2013-08-01,0.030441997663731346
2013-08-01,0.025414907343202398
2013-08-01,0.02102711908956012
2013-08-01,0.017130176797527152
2013-08-01,0.0136183461473669
2013-08-01,0.010414274045683847
2013-08-01,0.007460061518723027
2013-08-01,0.004711507021989636
2013-08-01,0.002134279935236183
2013-08-01,0.0002986908587252479
2013-08-01,0.0026090408499528372
2013-08-01,0.004814270073562721
2013-08-01,0.00692868701355609
2013-08-01,0.008964105166202607
2013-08-01,0.010930364720900698
2013-08-01,0.012835728531527035
2013-08-01,0.014687186359440663
2013-08-01,0.0164906912613616
2013-08-01,0.018251345148681875
2013-08-01,0.019973545830719086
2013-08-01,0.02166110455956094
2013-08-01,0.02331734075918357
2013-08-01,0.024945158945324675
2013-08-01,0.026547111625183195
2013-08-01,0.02812545107166553
2013-08-01,0.029682172203349566
2013-08-01,0.031219048304105268
2013-08-01,0.03273766094038377
2013-08-01,0.03423942514751488
2013-08-01,0.03572561073607128
2013-08-01,0.03719736039868149
2013-08-01,0.038655705164636345
2013-08-01,0.04010157764513833
2013-08-01,0.0415358234294394
2013-08-01,0.042959210926551084
2013-08-01,0.04437243989462081
2013-08-01,0.04577614885796555
2013-08-01,0.047170921577614155
2013-08-01,0.04855729271355269
2013-08-01,0.04993575279417728
2013-08-01,0.05130675259010209
2013-08-01,0.05267070697407128
2013-08-01,0.05402799833618843
2013-08-01,0.05537897961323024
2013-08-01,0.056723976982079094
2013-08-01,0.05806329225998841
2013-08-01,0.059397205048363766
2013-08-01,0.06072597465152896
2013-08-01,0.062049841797610306
2013-08-01,0.06336903018502893
2013-08-01,0.06468374787490205
2013-08-01,0.06599418854704364
2013-08-01,0.06730053263493518
2013-08-01,0.06860294835309588
2013-08-01,0.06990159262862505
2013-08-01,0.0711966119471783
2013-08-01,0.07248814312249241
2013-08-01,0.07377631399738949
2013-08-01,0.07506124408330672
2013-08-01,0.07634304514461032
2013-08-01,0.07762182173313859
2013-08-01,0.07889767167794126
2013-08-01,0.08017068653450332
2013-08-01,0.08144095199734425
2013-08-01,0.0827085482794816
2013-08-01,0.08397355046178534
2013-08-01,0.08523602881503045
2013-08-01,0.08649604909710584
2013-09-01,0.26059839495437
2013-09-01,0.06430785418807217
2013-09-01,0.03925919548229606
2013-09-01,0.030077585754083813
2013-09-01,0.025709323231675185
2013-09-01,0.023433118098859396
2013-09-01,0.022253740473150874
2013-09-01,0.021720817147677707
2013-09-01,0.021600855989853063
2013-09-01,0.021760722805306276
2013-09-01,0.02211895384463558
2013-09-01,0.022622905527190706
2013-09-01,0.023237044878126945
2013-09-01,0.023936519949760093
2013-09-01,0.024703426769703718
2013-09-01,0.02552453962271528
2013-09-01,0.026389876487028285
2013-09-01,0.027291761824653094
2013-09-01,0.028224196547613545
2013-09-01,0.029182423785780287
2013-09-01,0.030162622959271523
2013-09-01,0.031161690002833975
2013-09-01,0.032177076705959706
2013-09-01,0.033206671413979816
2013-09-01,0.03424870917824885
2013-09-01,0.03530170320980597
2013-09-01,0.036364391967271814
2013-09-01,0.03743569787160261
2013-09-01,0.03851469477211422
2013-09-01,0.03960058207359962
2013-09-01,0.04069266398605409
2013-09-01,0.04179033275133026
2013-09-01,0.04289305498533924
2013-09-01,0.044000360480837664
2013-09-01,0.045111832968665055
2013-09-01,0.04622710244927397
2013-09-01,0.047345838791661876
2013-09-01,0.048467746362052644
2013-09-01,0.0495925594939437
2013-09-01,0.05072003864981678
2013-09-01,0.051849967154382615
2013-09-01,0.05298214840248239
2013-09-01,0.0541164034630115
2013-09-01,0.055252569014982544
2013-09-01,0.056390495563306775
2013-09-01,0.05753004589080968
2013-09-01,0.05867109371098422
2013-09-01,0.05981352249184635
2013-09-01,0.06095722442572793
2013-09-01,0.06210209952483403
2013-09-01,0.0632480548245038
2013-09-01,0.0643950036799481
2013-09-01,0.0655428651435086
2013-09-01,0.06669156341247584
2013-09-01,0.06784102733758113
2013-09-01,0.06899118998515741
2013-09-01,0.07014198824601126
2013-09-01,0.07129336248532381
2013-09-01,0.07244525622853182
2013-09-01,0.07359761587935987
2013-09-01,0.07475039046562548
2013-09-01,0.07590353141037953
2013-09-01,0.07705699232482299
2013-09-01,0.07821072882124147
2013-09-01,0.07936469834324233
2013-09-01,0.08051886001173525
2013-09-01,0.0816731744850987
2013-09-01,0.0828276038315705
2013-09-01,0.08398211141326417
2013-09-01,0.08513666178009682
2013-09-01,0.08629122057288763
2013-09-01,0.08744575443478286
2013-09-01,0.08860023092997205
2013-09-01,0.08975461846931854
2013-09-01,0.09090888624191784
2013-09-01,0.09206300415224211
2013-09-01,0.09321694276236459
2013-09-01,0.09437067323867554
2013-10-01,0.07841571609736109
2013-10-01,0.07132220571036862
2013-10-01,0.0648949557524583
2013-10-01,0.059027381165060344
2013-10-01,0.053634478685465226
2013-10-01,0.04864762782360943
2013-10-01,0.044010825694056344
2013-10-01,0.03967791462155956
2013-10-01,0.03561050998144033
2013-10-01,0.03177643027069976
2013-10-01,0.028148492911170386
2013-10-01,0.02470358009743201
2013-10-01,0.021421906584491168
2013-10-01,0.018286440255652625
2013-10-01,0.015282439529539893
2013-10-01,0.012397081013096667
2013-10-01,0.009619157507413156
2013-10-01,0.006938831331102513
2013-10-01,0.004347431490941744
2013-10-01,0.001837285867078986
2013-10-01,0.0005984184406528925
2013-10-01,0.002965751969659536
2013-10-01,0.005270141180789167
2013-10-01,0.007516451528168933
2013-10-01,0.009709057991931225
2013-10-01,0.011851905227343362
2013-10-01,0.01394855907062853
2013-10-01,0.016002250817141128
2013-10-01,0.01801591542766756
2013-10-01,0.019992224612931153
2013-10-01,0.021933615579511567
2013-10-01,0.023842316087196114
2013-10-01,0.025720366357803393
2013-10-01,0.02756963828826109
2013-10-01,0.029391852346480007
2013-10-01,0.03118859247016914
2013-10-01,0.032961319238348885
2013-10-01,0.0347113815450637
2013-10-01,0.03644002696989501
2013-10-01,0.03814841101233757
2013-10-01,0.03983760533254177
2013-10-01,0.04150860512055354
2013-10-01,0.04316233570059813
2013-10-01,0.04479965846047218
2013-10-01,0.04642137618602726
2013-10-01,0.048028237868557255
2013-10-01,0.04962094304545461
2013-10-01,0.05120014572571652
2013-10-01,0.0527664579462197
2013-10-01,0.054320452998390056
2013-10-01,0.05586266836066933
2013-10-01,0.05739360836737495
2013-10-01,0.05891374664130522
2013-10-01,0.06042352831409081
2013-10-01,0.06192337205572285
2013-10-01,0.06341367193195069
2013-10-01,0.06489479910645146
2013-10-01,0.06636710340272867
2013-10-01,0.06783091473900082
2013-10-01,0.06928654444797866
2013-10-01,0.07073428649217073
2013-10-01,0.07217441858436624
2013-10-01,0.07360720322153913
2013-10-01,0.07503288864021318
2013-10-01,0.07645170969998549
2013-10-01,0.07786388870144956
2013-10-01,0.07926963614423244
2013-10-01,0.08066915143006348
2013-10-01,0.08206262351563431
2013-10-01,0.08345023151925046
2013-10-01,0.08483214528520433
2013-10-01,0.08620852590910388
2013-10-01,0.08757952622742904
2013-10-01,0.08894529127408646
2013-10-01,0.09030595870645053
2013-10-01,0.09166165920337699
2013-10-01,0.09301251683730483
2013-10-01,0.09435864942231964
2013-11-01,0.08338277893494928
2013-11-01,0.07858502784521049
2013-11-01,0.07399206876349362
2013-11-01,0.06958698552879294
2013-11-01,0.06535467454855715
2013-11-01,0.06128160850407127
2013-11-01,0.057355636085609785
2013-11-01,0.05356581150696016
2013-11-01,0.04990224875783733
2013-11-01,0.046355996505555996
2013-11-01,0.04291893031123184
2013-11-01,0.0395836594280734
2013-11-01,0.03634344593035177
2013-11-01,0.03319213431148693
2013-11-01,0.030124090003004866
2013-11-01,0.027134145523062703
2013-11-01,0.02421755317226415
2013-11-01,0.021369943366482236
2013-11-01,0.01858728783840702
2013-11-01,0.015865867056558347
2013-11-01,0.013202241308507556
2013-11-01,0.010593224976406024
2013-11-01,0.00803586360119235
2013-11-01,0.005527413388526803
2013-11-01,0.003065322859245878
2013-11-01,0.0006472163864614799
2013-11-01,0.001729120603165768
2013-11-01,0.004065754956671164
2013-11-01,0.006364617818818807
2013-11-01,0.008627515499100458
2013-11-01,0.010856139309368462
2013-11-01,0.01305207448452217
2013-11-01,0.015216808283708971
2013-11-01,0.01735173735967832
2013-11-01,0.019458174471034706
2013-11-01,0.02153735460556616
2013-11-01,0.02359044057397508
2013-11-01,0.02561852812633969
2013-11-01,0.02762265063843472
2013-11-01,0.029603783409621
2013-11-01,0.03156284760896977
2013-11-01,0.033500713903189094
2013-11-01,0.03541820579565069
2013-11-01,0.03731610270299912
